YT IA Link,RT IA Link
https://archive.org/details/youtube-fQUOwRO8V8o,https://archive.org/details/roosterteeth-42306
https://archive.org/details/youtube-FqZgZ09qUrI,https://archive.org/details/roosterteeth-33740
https://archive.org/details/youtube-FQZQfT7vaXk,https://archive.org/details/roosterteeth-11060
https://archive.org/details/youtube-FR9OprLBAuU,https://archive.org/details/roosterteeth-17112
https://archive.org/details/youtube-fRfWSBmXvFI,https://archive.org/details/roosterteeth-51484
https://archive.org/details/youtube-frg7iOM4ouI,https://archive.org/details/roosterteeth-22263
https://archive.org/details/youtube-frhsyFVuaRk,https://archive.org/details/roosterteeth-49196
https://archive.org/details/youtube-Frhx3PiOab4,https://archive.org/details/roosterteeth-46515
https://archive.org/details/youtube-FRiBkfqu5OU,https://archive.org/details/roosterteeth-29989
https://archive.org/details/youtube-FrKAEfr1ggk,https://archive.org/details/roosterteeth-46279
https://archive.org/details/youtube-frlDiJGlPkM,https://archive.org/details/roosterteeth-1464-bonus
https://archive.org/details/youtube-FrphyWxiBts,https://archive.org/details/roosterteeth-51611
https://archive.org/details/youtube-FrqpeG9k_oI,https://archive.org/details/roosterteeth-46140
https://archive.org/details/youtube-FRwWXGTUp2g,https://archive.org/details/roosterteeth-7037
https://archive.org/details/youtube-FrXXB0vsN1o,https://archive.org/details/roosterteeth-10454
https://archive.org/details/youtube-FS68GWy2tdQ,https://archive.org/details/roosterteeth-8732
https://archive.org/details/youtube-Fs9HXp_BqCQ,https://archive.org/details/roosterteeth-22179
https://archive.org/details/youtube-FSa0quU0qX0,https://archive.org/details/roosterteeth-29425
https://archive.org/details/youtube-fsBuhM-Nmsk,https://archive.org/details/roosterteeth-10764
https://archive.org/details/youtube-FSdg3UVuBKE,https://archive.org/details/roosterteeth-510
https://archive.org/details/youtube-FSiH9zzc3pQ,https://archive.org/details/roosterteeth-52683
https://archive.org/details/youtube-FsqR67xsiag,https://archive.org/details/roosterteeth-17293
https://archive.org/details/youtube-Fsu8i4zPZDg,https://archive.org/details/roosterteeth-34663
https://archive.org/details/youtube-fsunhmIUJyg,https://archive.org/details/roosterteeth-44792
https://archive.org/details/youtube-FsWiCFZegFY,https://archive.org/details/roosterteeth-34438
https://archive.org/details/youtube-fsziCDQe_Ic,https://archive.org/details/roosterteeth-49608
https://archive.org/details/youtube-ft3zk0TzDfI,https://archive.org/details/roosterteeth-29002
https://archive.org/details/youtube-ft5zjeCsJBc,https://archive.org/details/roosterteeth-37979
https://archive.org/details/youtube-FTcCoegyEXk,https://archive.org/details/roosterteeth-49711
https://archive.org/details/youtube-FtgU6sq6qT4,https://archive.org/details/roosterteeth-39373
https://archive.org/details/youtube-ftivh-R5yxQ,https://archive.org/details/roosterteeth-48748
https://archive.org/details/youtube-fTLQu78OaMA,https://archive.org/details/roosterteeth-51414
https://archive.org/details/youtube-FTMl0aVOEbQ,https://archive.org/details/roosterteeth-35554
https://archive.org/details/youtube-FtN803upIvg,https://archive.org/details/roosterteeth-34627
https://archive.org/details/youtube-ftNJMh7k2rw,https://archive.org/details/roosterteeth-15733
https://archive.org/details/youtube-FTpHsfui-1o,https://archive.org/details/roosterteeth-22188
https://archive.org/details/youtube-FTRo9QnSUP8,https://archive.org/details/roosterteeth-52349
https://archive.org/details/youtube-ftWCql-zVvc,https://archive.org/details/roosterteeth-2222
https://archive.org/details/youtube-FTXBTHctST8,https://archive.org/details/roosterteeth-561
https://archive.org/details/youtube-ftxfEOmCUNo,https://archive.org/details/roosterteeth-50895
https://archive.org/details/youtube-fU_HWhTrXv8,https://archive.org/details/roosterteeth-37759
https://archive.org/details/youtube-fu1lY-ifdtA,https://archive.org/details/roosterteeth-46374
https://archive.org/details/youtube-Fu6qRiWReQ8,https://archive.org/details/roosterteeth-3254
https://archive.org/details/youtube-Fu9XhfNamZc,https://archive.org/details/roosterteeth-49172
https://archive.org/details/youtube-FUBacsK1naQ,https://archive.org/details/roosterteeth-50390
https://archive.org/details/youtube-FunMDmxGFYM,https://archive.org/details/roosterteeth-43866
https://archive.org/details/youtube-FunWmHj2dHM,https://archive.org/details/roosterteeth-22157
https://archive.org/details/youtube-FUR3WtXac7E,https://archive.org/details/roosterteeth-8884
https://archive.org/details/youtube-FUSU2PWf6kI,https://archive.org/details/roosterteeth-47572
https://archive.org/details/youtube-fUYm1tAD67I,https://archive.org/details/roosterteeth-36892
https://archive.org/details/youtube-Fv_-BxRC1tw,https://archive.org/details/roosterteeth-37443
https://archive.org/details/youtube-fv6rRUwlH1A,https://archive.org/details/roosterteeth-17237
https://archive.org/details/youtube-fVb8eRcP6M8,https://archive.org/details/roosterteeth-36777
https://archive.org/details/youtube-fVeRm1Dmwt4,https://archive.org/details/roosterteeth-22681
https://archive.org/details/youtube-fvgV9qTx5n4,https://archive.org/details/roosterteeth-17356
https://archive.org/details/youtube-FVIW8fnhaVA,https://archive.org/details/roosterteeth-52615
https://archive.org/details/youtube-fVjYAI5E7F0,https://archive.org/details/roosterteeth-22329
https://archive.org/details/youtube-FvlNjnzLD_E,https://archive.org/details/roosterteeth-27021
https://archive.org/details/youtube-fVnWsRIbR30,https://archive.org/details/roosterteeth-15674
https://archive.org/details/youtube-fVPR5QcOsw0,https://archive.org/details/roosterteeth-46533
https://archive.org/details/youtube-fvtv0TkJ3vo,https://archive.org/details/roosterteeth-37612
https://archive.org/details/youtube-FvXq5Hdx7is,https://archive.org/details/roosterteeth-40950
https://archive.org/details/youtube-fvyuZack8sY,https://archive.org/details/roosterteeth-33363
https://archive.org/details/youtube-fvzc6ZrR-PA,https://archive.org/details/roosterteeth-17133
https://archive.org/details/youtube-FWd9V5GCors,https://archive.org/details/roosterteeth-32885
https://archive.org/details/youtube-FWextNG4XJk,https://archive.org/details/roosterteeth-29528
https://archive.org/details/youtube-fwFYniMsN-U,https://archive.org/details/roosterteeth-17484
https://archive.org/details/youtube-Fwl4lTW98IA,https://archive.org/details/roosterteeth-32484
https://archive.org/details/youtube-FwoZIdsE6qY,https://archive.org/details/roosterteeth-34960
https://archive.org/details/youtube-fWSG9U7FQ34,https://archive.org/details/roosterteeth-49483
https://archive.org/details/youtube-FWxMS0fFIqU,https://archive.org/details/roosterteeth-30431
https://archive.org/details/youtube-fwxrtL_hgfg,https://archive.org/details/roosterteeth-40603
https://archive.org/details/youtube-fWyUql_OP1M,https://archive.org/details/roosterteeth-52354
https://archive.org/details/youtube-fX5xARnI3n0,https://archive.org/details/roosterteeth-509
https://archive.org/details/youtube-fXaKiFcONXs,https://archive.org/details/roosterteeth-8925
https://archive.org/details/youtube-FXBSNKvg0jg,https://archive.org/details/roosterteeth-10792
https://archive.org/details/youtube-fXHAD4oUx5Q,https://archive.org/details/roosterteeth-17938
https://archive.org/details/youtube-FxIwF4s7KII,https://archive.org/details/roosterteeth-3764
https://archive.org/details/youtube-fxr35oNhjoU,https://archive.org/details/roosterteeth-33702
https://archive.org/details/youtube-FxunGAv-RKA,https://archive.org/details/roosterteeth-44739
https://archive.org/details/youtube-Fxv3arrWok0,https://archive.org/details/roosterteeth-22676
https://archive.org/details/youtube-FY5GDTDh3dE,https://archive.org/details/roosterteeth-49786
https://archive.org/details/youtube-fyB_6mTOWNM,https://archive.org/details/roosterteeth-51055
https://archive.org/details/youtube-Fyb1q6wp4Fw,https://archive.org/details/roosterteeth-39960
https://archive.org/details/youtube-Fyh2iO0rCh4,https://archive.org/details/roosterteeth-28467
https://archive.org/details/youtube-FYHgs-fKOlE,https://archive.org/details/roosterteeth-15335
https://archive.org/details/youtube-fyi_gGywPFY,https://archive.org/details/roosterteeth-20399
https://archive.org/details/youtube-FYMs7AnqQY4,https://archive.org/details/roosterteeth-48906
https://archive.org/details/youtube-fyNngLGmd3o,https://archive.org/details/roosterteeth-26686
https://archive.org/details/youtube-fYtSn5FFUKE,https://archive.org/details/roosterteeth-51264
https://archive.org/details/youtube-FYUDTnWAVFc,https://archive.org/details/roosterteeth-35550
https://archive.org/details/youtube-Fywr_LH4GPI,https://archive.org/details/roosterteeth-50870
https://archive.org/details/youtube-fYYzqr3P-YM,https://archive.org/details/roosterteeth-20352
https://archive.org/details/youtube-fZ79RdDHqZ8,https://archive.org/details/roosterteeth-51807
https://archive.org/details/youtube-FZ9m-tuO9lk,https://archive.org/details/roosterteeth-15502
https://archive.org/details/youtube-fzesP3kDhBw,https://archive.org/details/roosterteeth-48842
https://archive.org/details/youtube-fZGGh_wYMaE,https://archive.org/details/roosterteeth-22798
https://archive.org/details/youtube-FzHjUKHXY6I,https://archive.org/details/roosterteeth-42647
https://archive.org/details/youtube-fZIKkdoAJ78,https://archive.org/details/roosterteeth-37058
https://archive.org/details/youtube-FZKDzWqUtus,https://archive.org/details/roosterteeth-15667
https://archive.org/details/youtube-fZkOkM4eJjM,https://archive.org/details/roosterteeth-20407
https://archive.org/details/youtube-FzKQmHg5R4w,https://archive.org/details/roosterteeth-29808
https://archive.org/details/youtube-fzQh5fTtkZU,https://archive.org/details/roosterteeth-10959
https://archive.org/details/youtube-fZuki3QTb2s,https://archive.org/details/roosterteeth-4623
https://archive.org/details/youtube-g_3yvAn6Ffw,https://archive.org/details/roosterteeth-3806
https://archive.org/details/youtube-g_DKXDfBKSE,https://archive.org/details/roosterteeth-13156
https://archive.org/details/youtube-g_hYpj99OLg,https://archive.org/details/roosterteeth-49889
https://archive.org/details/youtube-g_raW56dK8I,https://archive.org/details/roosterteeth-45316
https://archive.org/details/youtube-G_xEBvruNyY,https://archive.org/details/roosterteeth-22335
https://archive.org/details/youtube-G_XmZpNGSkc,https://archive.org/details/roosterteeth-28089
https://archive.org/details/youtube-G_y_PcrIzSQ,https://archive.org/details/roosterteeth-48560
https://archive.org/details/youtube-g-6E-muK8oM,https://archive.org/details/roosterteeth-21560
https://archive.org/details/youtube-G-cmxajMjJY,https://archive.org/details/roosterteeth-50081
https://archive.org/details/youtube-G-FG4lwpjpY,https://archive.org/details/roosterteeth-43609
https://archive.org/details/youtube-G-mgc-VwshY,https://archive.org/details/roosterteeth-43984
https://archive.org/details/youtube-G-OES8GXrzE,https://archive.org/details/roosterteeth-42329
https://archive.org/details/youtube-G-oOwiEc0IY,https://archive.org/details/roosterteeth-28137
https://archive.org/details/youtube-g076e6FDukc,https://archive.org/details/roosterteeth-29188
https://archive.org/details/youtube-g0jXZrG_Kb0,https://archive.org/details/roosterteeth-11357
https://archive.org/details/youtube-g0odR_evLj0,https://archive.org/details/roosterteeth-29336
https://archive.org/details/youtube-G0xggg2nppk,https://archive.org/details/roosterteeth-35904
https://archive.org/details/youtube-G1_fbHy2Rlk,https://archive.org/details/roosterteeth-48004
https://archive.org/details/youtube-G1dsXAjYABQ,https://archive.org/details/roosterteeth-8620
https://archive.org/details/youtube-G2cHyWeNKTg,https://archive.org/details/roosterteeth-33918
https://archive.org/details/youtube-G2fQB5Aizy0,https://archive.org/details/roosterteeth-9098
https://archive.org/details/youtube-G2jkP1B4lSk,https://archive.org/details/roosterteeth-13062
https://archive.org/details/youtube-G2V63aeDiLA,https://archive.org/details/roosterteeth-11279
https://archive.org/details/youtube-g38pK9wBBYo,https://archive.org/details/roosterteeth-20864
https://archive.org/details/youtube-G39SP-OT0_A,https://archive.org/details/roosterteeth-50621
https://archive.org/details/youtube-g3Ea5WAxVtE,https://archive.org/details/roosterteeth-26302
https://archive.org/details/youtube-g3LLyclPnyQ,https://archive.org/details/roosterteeth-36272
https://archive.org/details/youtube-G3Q4ma5wRyo,https://archive.org/details/roosterteeth-52082
https://archive.org/details/youtube-g4ejo8a5RIs,https://archive.org/details/roosterteeth-50634
https://archive.org/details/youtube-g4mGs8CcGrQ,https://archive.org/details/roosterteeth-15675
https://archive.org/details/youtube-G4ZwZTFGbh4,https://archive.org/details/roosterteeth-10455
https://archive.org/details/youtube-G5L-IN61lBk,https://archive.org/details/roosterteeth-36439
https://archive.org/details/youtube-g5QL0_5ptQ0,https://archive.org/details/roosterteeth-26347
https://archive.org/details/youtube-G60Hz2QRv1k,https://archive.org/details/roosterteeth-50622
https://archive.org/details/youtube-G6dUxLxSrDo,https://archive.org/details/roosterteeth-26605
https://archive.org/details/youtube-G6Ecjh-HyRU,https://archive.org/details/roosterteeth-11016
https://archive.org/details/youtube-g6sQqQqOVxM,https://archive.org/details/roosterteeth-36461
https://archive.org/details/youtube-g70NaScjj2w,https://archive.org/details/roosterteeth-40560
https://archive.org/details/youtube-g74tPDYSXXk,https://archive.org/details/roosterteeth-44730
https://archive.org/details/youtube-g7DsfYC7c20,https://archive.org/details/roosterteeth-34200
https://archive.org/details/youtube-g7gzAy8Ac-M,https://archive.org/details/roosterteeth-51743
https://archive.org/details/youtube-g7iaYv0WqEM,https://archive.org/details/roosterteeth-51553
https://archive.org/details/youtube-g8hOnwfky_8,https://archive.org/details/roosterteeth-29738
https://archive.org/details/youtube-G8q13GtX8EU,https://archive.org/details/roosterteeth-36229
https://archive.org/details/youtube-g8W8Ahj_Xow,https://archive.org/details/roosterteeth-42342
https://archive.org/details/youtube-G96MvpVBq1U,https://archive.org/details/roosterteeth-3603
https://archive.org/details/youtube-G9LsIidbQg8,https://archive.org/details/roosterteeth-49311
https://archive.org/details/youtube-g9pF1CZvk7Q,https://archive.org/details/roosterteeth-50097
https://archive.org/details/youtube-G9SA88C1hAQ,https://archive.org/details/roosterteeth-46136
https://archive.org/details/youtube-g9VrCZpI_zk,https://archive.org/details/roosterteeth-50360
https://archive.org/details/youtube-Ga1Bnc8sxcI,https://archive.org/details/roosterteeth-10991
https://archive.org/details/youtube-gA6c2Hti77s,https://archive.org/details/roosterteeth-51571
https://archive.org/details/youtube-ga6ro7TFkO8,https://archive.org/details/roosterteeth-10546
https://archive.org/details/youtube-GaAGQg3ePhU,https://archive.org/details/roosterteeth-33351
https://archive.org/details/youtube-GACuHobrXXc,https://archive.org/details/roosterteeth-18473
https://archive.org/details/youtube-gAE7q_nqG4E,https://archive.org/details/roosterteeth-45338
https://archive.org/details/youtube-gaptUOgq22M,https://archive.org/details/roosterteeth-3339
https://archive.org/details/youtube-GAtt81SFAN4,https://archive.org/details/roosterteeth-48850
https://archive.org/details/youtube-GAwQ61u_tSs,https://archive.org/details/roosterteeth-3967
https://archive.org/details/youtube-Gaz6jpdLu_A,https://archive.org/details/roosterteeth-21730
https://archive.org/details/youtube-gB0dWihCdQM,https://archive.org/details/roosterteeth-17046
https://archive.org/details/youtube-GBGwBUERnPQ,https://archive.org/details/roosterteeth-28194
https://archive.org/details/youtube-gBieogK_lk0,https://archive.org/details/roosterteeth-19346
https://archive.org/details/youtube-gbLLyVsviBs,https://archive.org/details/roosterteeth-8532
https://archive.org/details/youtube-gbrAyqpdXEI,https://archive.org/details/roosterteeth-36545
https://archive.org/details/youtube-GbwuP75xBx0,https://archive.org/details/roosterteeth-26794
https://archive.org/details/youtube-gBXA5U2wYgQ,https://archive.org/details/roosterteeth-37623
https://archive.org/details/youtube-gBy3CEGHDpw,https://archive.org/details/roosterteeth-13232
https://archive.org/details/youtube-gByP94Uu-YU,https://archive.org/details/roosterteeth-35317
https://archive.org/details/youtube-gC18arAVO4A,https://archive.org/details/roosterteeth-3693
https://archive.org/details/youtube-GcGImsTjOQU,https://archive.org/details/roosterteeth-22582
https://archive.org/details/youtube-GcJm8hrEPDs,https://archive.org/details/roosterteeth-18310
https://archive.org/details/youtube-gckxPRIlaJE,https://archive.org/details/roosterteeth-31857
https://archive.org/details/youtube-gCL_PCDrN7A,https://archive.org/details/roosterteeth-51970
https://archive.org/details/youtube-GCpnZEy_hdA,https://archive.org/details/roosterteeth-29296
https://archive.org/details/youtube-gcSEHdKd1Uo,https://archive.org/details/roosterteeth-830
https://archive.org/details/youtube-GCUQT08-iSI,https://archive.org/details/roosterteeth-50963
https://archive.org/details/youtube-GCyPidUCyuk,https://archive.org/details/roosterteeth-49992
https://archive.org/details/youtube-gd_riGGB09g,https://archive.org/details/roosterteeth-10547
https://archive.org/details/youtube-gD5eO_gmn9k,https://archive.org/details/roosterteeth-3327
https://archive.org/details/youtube-gD6f5rQvChk,https://archive.org/details/roosterteeth-46707
https://archive.org/details/youtube-GD7Fmi-vuGo,https://archive.org/details/roosterteeth-48625
https://archive.org/details/youtube-GD9OxE3gTuI,https://archive.org/details/roosterteeth-49687
https://archive.org/details/youtube-gdA4yq4CCks,https://archive.org/details/roosterteeth-20144
https://archive.org/details/youtube-gDBlW4Y95m8,https://archive.org/details/roosterteeth-51848
https://archive.org/details/youtube-GDcg7v00R5g,https://archive.org/details/roosterteeth-48810
https://archive.org/details/youtube-GDDZke_NHYg,https://archive.org/details/roosterteeth-50739
https://archive.org/details/youtube-gdFOqPPWCcY,https://archive.org/details/roosterteeth-45065
https://archive.org/details/youtube-GdJ23E64QSs,https://archive.org/details/roosterteeth-19173
https://archive.org/details/youtube-gDSqrm-zgCo,https://archive.org/details/roosterteeth-48211
https://archive.org/details/youtube-gDusGqs91Jg,https://archive.org/details/roosterteeth-32525
https://archive.org/details/youtube-GDz4nN4BuYg,https://archive.org/details/roosterteeth-52663
https://archive.org/details/youtube-Ge8phja-T6c,https://archive.org/details/roosterteeth-13030
https://archive.org/details/youtube-gE9KP1pbns4,https://archive.org/details/roosterteeth-48200
https://archive.org/details/youtube-gerslaWifvo,https://archive.org/details/roosterteeth-44424
https://archive.org/details/youtube-getXhwOTidE,https://archive.org/details/roosterteeth-27265
https://archive.org/details/youtube-GeuuP3T20fg,https://archive.org/details/roosterteeth-10714
https://archive.org/details/youtube-gEWaZzjNM8A,https://archive.org/details/roosterteeth-30067
https://archive.org/details/youtube-GeyGctFHTds,https://archive.org/details/roosterteeth-32352
https://archive.org/details/youtube-GF5igS8-ZqY,https://archive.org/details/roosterteeth-40243
https://archive.org/details/youtube-gfg1YzHmJyY,https://archive.org/details/roosterteeth-50129
https://archive.org/details/youtube-gFID6SFVWX4,https://archive.org/details/roosterteeth-48703
https://archive.org/details/youtube-gFlngCNkCF0,https://archive.org/details/roosterteeth-17165
https://archive.org/details/youtube-GfP3ixDlpEc,https://archive.org/details/roosterteeth-7808
https://archive.org/details/youtube-GfToBDiZ90I,https://archive.org/details/roosterteeth-3419
https://archive.org/details/youtube-gfw3bezPSII,https://archive.org/details/roosterteeth-47041
https://archive.org/details/youtube-GfzpAnL4bO4,https://archive.org/details/roosterteeth-10970
https://archive.org/details/youtube-gg_NbE6_6p4,https://archive.org/details/roosterteeth-36692
https://archive.org/details/youtube-gg1hlRgeTz0,https://archive.org/details/roosterteeth-29530
https://archive.org/details/youtube-Gg3eRR-Xt9g,https://archive.org/details/roosterteeth-10272
https://archive.org/details/youtube-GGa-9Ibqg5A,https://archive.org/details/roosterteeth-48846
https://archive.org/details/youtube-gGJXRR6-Dqc,https://archive.org/details/roosterteeth-11779
https://archive.org/details/youtube-gglJX75-idg,https://archive.org/details/roosterteeth-30095
https://archive.org/details/youtube-gGvDrAKxVzk,https://archive.org/details/roosterteeth-24795
https://archive.org/details/youtube-ggw7Ts1yguQ,https://archive.org/details/roosterteeth-39532
https://archive.org/details/youtube-GgYVLiJiW0E,https://archive.org/details/roosterteeth-30283
https://archive.org/details/youtube-Ggz0kCz130g,https://archive.org/details/roosterteeth-16944
https://archive.org/details/youtube-GH0Yv3jGAQ4,https://archive.org/details/roosterteeth-48281
https://archive.org/details/youtube-GH7XvOqjzvs,https://archive.org/details/roosterteeth-10712
https://archive.org/details/youtube-GHir8eYIZS0,https://archive.org/details/roosterteeth-10665
https://archive.org/details/youtube-GHm2iyM8PHI,https://archive.org/details/roosterteeth-586
https://archive.org/details/youtube-GhM6eLvnZ8o,https://archive.org/details/roosterteeth-37194
https://archive.org/details/youtube-gHqx5Dknfrc,https://archive.org/details/roosterteeth-35964
https://archive.org/details/youtube-gHR1ZoVb0Jw,https://archive.org/details/roosterteeth-29751
https://archive.org/details/youtube-ghW-FCI6IbI,https://archive.org/details/roosterteeth-43726
https://archive.org/details/youtube-GhY5TQQcQUg,https://archive.org/details/roosterteeth-30330
https://archive.org/details/youtube-gI_5kAQTxLU,https://archive.org/details/roosterteeth-7700
https://archive.org/details/youtube-gI0qVEtmMz4,https://archive.org/details/roosterteeth-51703
https://archive.org/details/youtube-gi0vnC7J0is,https://archive.org/details/roosterteeth-46638
https://archive.org/details/youtube-gI2pgXQnW64,https://archive.org/details/roosterteeth-16967
https://archive.org/details/youtube-gI2r5omCvvQ,https://archive.org/details/roosterteeth-20760
https://archive.org/details/youtube-gIA-QgqPXoM,https://archive.org/details/roosterteeth-28115
https://archive.org/details/youtube-GifO8UtkOHo,https://archive.org/details/roosterteeth-32496
https://archive.org/details/youtube-GiFQePqIfJw,https://archive.org/details/roosterteeth-24524
https://archive.org/details/youtube-gIkNqsAYxJ8,https://archive.org/details/roosterteeth-29603
https://archive.org/details/youtube-giMltp0WZfo,https://archive.org/details/roosterteeth-43370
https://archive.org/details/youtube-giOX710KlYk,https://archive.org/details/roosterteeth-52084
https://archive.org/details/youtube-GipdB-2C6jg,https://archive.org/details/roosterteeth-33795
https://archive.org/details/youtube-giPoGJ_YMp4,https://archive.org/details/roosterteeth-26301
https://archive.org/details/youtube-GIVcKvzreAY,https://archive.org/details/roosterteeth-42845
https://archive.org/details/youtube-Gizsp01KuSs,https://archive.org/details/roosterteeth-36345
https://archive.org/details/youtube-Gj5JCA0WxkA,https://archive.org/details/roosterteeth-8060
https://archive.org/details/youtube-gJFiiVpJwSA,https://archive.org/details/roosterteeth-1097-bonus
https://archive.org/details/youtube-GJhEKNi5iCk,https://archive.org/details/roosterteeth-10730
https://archive.org/details/youtube-gJJT-btfkCk,https://archive.org/details/roosterteeth-46400
https://archive.org/details/youtube-gjMgHrP4uEY,https://archive.org/details/roosterteeth-28546
https://archive.org/details/youtube-GjSXbs47J9M,https://archive.org/details/roosterteeth-21429
https://archive.org/details/youtube-GjuVEpjMgSc,https://archive.org/details/roosterteeth-8894
https://archive.org/details/youtube-GjVd2Cou5N0,https://archive.org/details/roosterteeth-33535
https://archive.org/details/youtube-gJvJLDaSdmg,https://archive.org/details/roosterteeth-46148
https://archive.org/details/youtube-gK0Qnt5SW58,https://archive.org/details/roosterteeth-42542
https://archive.org/details/youtube-GK4nmM8OYsI,https://archive.org/details/roosterteeth-23992
https://archive.org/details/youtube-gK9Rexk6YdI,https://archive.org/details/roosterteeth-27995
https://archive.org/details/youtube-gKHCLrdX1KM,https://archive.org/details/roosterteeth-51711
https://archive.org/details/youtube-GKJRU-EYBec,https://archive.org/details/roosterteeth-29721
https://archive.org/details/youtube-GkLazwTmttk,https://archive.org/details/roosterteeth-51435
https://archive.org/details/youtube-Gkn90EBW3DI,https://archive.org/details/roosterteeth-52264
https://archive.org/details/youtube-gKuitM5zeZ8,https://archive.org/details/roosterteeth-20361
https://archive.org/details/youtube-GKXKQvCEEWk,https://archive.org/details/roosterteeth-23791
https://archive.org/details/youtube-gLAecLDDAck,https://archive.org/details/roosterteeth-36520
https://archive.org/details/youtube-GlHSPL3-Jkw,https://archive.org/details/roosterteeth-3416
https://archive.org/details/youtube-gLILQ41coRs,https://archive.org/details/roosterteeth-39602
https://archive.org/details/youtube-GljTLOYYhis,https://archive.org/details/roosterteeth-22766
https://archive.org/details/youtube-GlloubyJGaY,https://archive.org/details/roosterteeth-8454
https://archive.org/details/youtube-gLLYjgICZR8,https://archive.org/details/roosterteeth-50976
https://archive.org/details/youtube-glQfRmKNZBU,https://archive.org/details/roosterteeth-50974
https://archive.org/details/youtube-glYus3OCJiw,https://archive.org/details/roosterteeth-51250
https://archive.org/details/youtube-GM3X72WrC0A,https://archive.org/details/roosterteeth-45432
https://archive.org/details/youtube-GM45pp39W08,https://archive.org/details/roosterteeth-8558
https://archive.org/details/youtube-gMaljQtgYXs,https://archive.org/details/roosterteeth-42154
https://archive.org/details/youtube-GMExUWo8VGw,https://archive.org/details/roosterteeth-35671
https://archive.org/details/youtube-gMHBdRhT1Zw,https://archive.org/details/roosterteeth-26346
https://archive.org/details/youtube-gMJwsRM1tTA,https://archive.org/details/roosterteeth-41031
https://archive.org/details/youtube-gMM_RT5b2qo,https://archive.org/details/roosterteeth-38002
https://archive.org/details/youtube-gmR5WqAPCpM,https://archive.org/details/roosterteeth-45368
https://archive.org/details/youtube-gMToWEO26NA,https://archive.org/details/roosterteeth-44097
https://archive.org/details/youtube-GMXo9ROsAeA,https://archive.org/details/roosterteeth-90-bonus
https://archive.org/details/youtube-GMYFe93JukA,https://archive.org/details/roosterteeth-826
https://archive.org/details/youtube-GN8hKMjHZu8,https://archive.org/details/roosterteeth-16842
https://archive.org/details/youtube-GN9-FRc-7bc,https://archive.org/details/roosterteeth-40582
https://archive.org/details/youtube-gnAmp040uRs,https://archive.org/details/roosterteeth-51403
https://archive.org/details/youtube-GNc9r6MNjHg,https://archive.org/details/roosterteeth-8931
https://archive.org/details/youtube-GNetb73VU48,https://archive.org/details/roosterteeth-3136
https://archive.org/details/youtube-gNg0AIO7GHc,https://archive.org/details/roosterteeth-17455
https://archive.org/details/youtube-gNhaXRxa9TY,https://archive.org/details/roosterteeth-1359-bonus
https://archive.org/details/youtube-GNL-Ch9J7c0,https://archive.org/details/roosterteeth-28984
https://archive.org/details/youtube-Gnnit0czV_g,https://archive.org/details/roosterteeth-10244
https://archive.org/details/youtube-GNrx5wilaGE,https://archive.org/details/roosterteeth-52218
https://archive.org/details/youtube-gNRZlTRNPco,https://archive.org/details/roosterteeth-8066
https://archive.org/details/youtube-gnT0Eb92FHg,https://archive.org/details/roosterteeth-8559
https://archive.org/details/youtube-gNx_aN0lldQ,https://archive.org/details/roosterteeth-45378
https://archive.org/details/youtube-gnXpMMk1uik,https://archive.org/details/roosterteeth-45449
https://archive.org/details/youtube-go5uTa8wTgU,https://archive.org/details/roosterteeth-34238
https://archive.org/details/youtube-GOBEvgb-eo0,https://archive.org/details/roosterteeth-37775
https://archive.org/details/youtube-Goc3aRnsdWc,https://archive.org/details/roosterteeth-22775
https://archive.org/details/youtube-gODkQbOYhFQ,https://archive.org/details/roosterteeth-51110
https://archive.org/details/youtube-GOlsZ431XM0,https://archive.org/details/roosterteeth-27498
https://archive.org/details/youtube-GoMvkODDdzk,https://archive.org/details/roosterteeth-24038
https://archive.org/details/youtube-GOnsxetd2rk,https://archive.org/details/roosterteeth-50230
https://archive.org/details/youtube-goSxJQMGHJM,https://archive.org/details/roosterteeth-8011
https://archive.org/details/youtube-gOSxwUkMC9U,https://archive.org/details/roosterteeth-52415
https://archive.org/details/youtube-GoX22MBUsFc,https://archive.org/details/roosterteeth-43075
https://archive.org/details/youtube-gP0HXt0d5rs,https://archive.org/details/roosterteeth-10963
https://archive.org/details/youtube-gp2gK_3w1JY,https://archive.org/details/roosterteeth-799
https://archive.org/details/youtube-gp6FCCwVgzw,https://archive.org/details/roosterteeth-28860
https://archive.org/details/youtube-GP8vuFKSMhY,https://archive.org/details/roosterteeth-40444
https://archive.org/details/youtube-gP8YOBpNFxg,https://archive.org/details/roosterteeth-25981
https://archive.org/details/youtube-GP9CgyFhhJw,https://archive.org/details/roosterteeth-49997
https://archive.org/details/youtube-gPC5mlplxBk,https://archive.org/details/roosterteeth-34263
https://archive.org/details/youtube-gpjYQYM0r-o,https://archive.org/details/roosterteeth-8976
https://archive.org/details/youtube-gpOAN2tAlhM,https://archive.org/details/roosterteeth-23623
https://archive.org/details/youtube-gPRyF4oX808,https://archive.org/details/roosterteeth-10511
https://archive.org/details/youtube-Gpvc_Ut6LCg,https://archive.org/details/roosterteeth-20871
https://archive.org/details/youtube-GpY_rKw5lNo,https://archive.org/details/roosterteeth-8924
https://archive.org/details/youtube-gQ0s0F-6ZkI,https://archive.org/details/roosterteeth-51256
https://archive.org/details/youtube-gq3soOgkdrs,https://archive.org/details/roosterteeth-7121
